The calculation of time series is done!
Total route number:  24
Sparsity of adj:  0.041666666666666664
The weighted matrix of temporal graph is generated!
The shape of localized adjacency matrix: (96, 96)
begin training
| end of epoch 309 | time: 10.13s | train_loss 61.9537 | valid mse 5.2877
| end of epoch 310 | time: 10.29s | train_loss 62.9025 | valid mse 5.2513
| end of epoch 311 | time: 10.52s | train_loss 62.7968 | valid mse 5.2655
| end of epoch 312 | time: 10.02s | train_loss 62.4869 | valid mse 5.2712
| end of epoch 313 | time:  9.80s | train_loss 62.5174 | valid mse 5.2514
| end of epoch 314 | time:  9.76s | train_loss 62.7979 | valid mse 5.2563
| end of epoch 315 | time: 11.34s | train_loss 62.3395 | valid mse 5.2431
| end of epoch 316 | time: 12.07s | train_loss 62.9710 | valid mse 5.2474
| end of epoch 317 | time: 11.01s | train_loss 62.8214 | valid mse 5.2440
| end of epoch 318 | time: 10.30s | train_loss 62.4780 | valid mse 5.2400
| end of epoch 319 | time: 10.39s | train_loss 62.7503 | valid mse 5.2321
| end of epoch 320 | time: 10.57s | train_loss 62.8505 | valid mse 5.2404
| end of epoch 321 | time: 10.22s | train_loss 62.4321 | valid mse 5.2212
| end of epoch 322 | time: 10.37s | train_loss 62.9067 | valid mse 5.2606
| end of epoch 323 | time: 10.73s | train_loss 62.3728 | valid mse 5.2253
| end of epoch 324 | time: 10.50s | train_loss 62.8700 | valid mse 5.2431
| end of epoch 325 | time: 10.44s | train_loss 63.0612 | valid mse 5.1958
| end of epoch 326 | time: 10.50s | train_loss 62.9566 | valid mse 5.2200
| end of epoch 327 | time: 10.50s | train_loss 61.4985 | valid mse 5.2172
| end of epoch 328 | time: 10.67s | train_loss 62.6418 | valid mse 5.1886
| end of epoch 329 | time: 10.13s | train_loss 62.9516 | valid mse 5.2048
| end of epoch 330 | time: 10.23s | train_loss 62.1930 | valid mse 5.2293
| end of epoch 331 | time:  9.95s | train_loss 62.8755 | valid mse 5.2096
| end of epoch 332 | time: 10.03s | train_loss 62.4250 | valid mse 5.1829
| end of epoch 333 | time: 10.34s | train_loss 62.5804 | valid mse 5.2053
| end of epoch 334 | time: 10.11s | train_loss 62.6741 | valid mse 5.2131
| end of epoch 335 | time:  9.89s | train_loss 62.6654 | valid mse 5.1993
| end of epoch 336 | time:  9.83s | train_loss 62.1253 | valid mse 5.2052
| end of epoch 337 | time:  9.78s | train_loss 62.9469 | valid mse 5.2175
| end of epoch 338 | time: 11.48s | train_loss 62.5167 | valid mse 5.2417
| end of epoch 339 | time: 11.88s | train_loss 63.0084 | valid mse 5.1819
| end of epoch 340 | time: 11.72s | train_loss 62.3528 | valid mse 5.1856
| end of epoch 341 | time: 10.29s | train_loss 62.2535 | valid mse 5.1946
| end of epoch 342 | time: 10.20s | train_loss 63.3972 | valid mse 5.1798
| end of epoch 343 | time: 10.32s | train_loss 62.1495 | valid mse 5.6790
| end of epoch 344 | time: 10.36s | train_loss 63.7153 | valid mse 7.2261
| end of epoch 345 | time: 10.49s | train_loss 65.0093 | valid mse 5.9329
| end of epoch 346 | time: 10.67s | train_loss 63.1063 | valid mse 5.6208
| end of epoch 347 | time: 10.64s | train_loss 62.5521 | valid mse 5.6182
